,F1,F2,F3,F4,F5,F6,F7
ANKFY1,0.21406084055996366,-0.7562539799467252,-0.5291312181844019,0.09677725433598292,0.24338425691585952,-0.45287755155948634,-0.05763485890800941
ANKMY2,0.32163880947966544,-0.6983381669439397,-0.4935195119415596,0.4548537593931279,0.03677138429213654,-0.23235601441584772,-0.2531598303415667
ANKRD12,0.3636214598341499,-0.5679784999569737,0.12511380328234142,-0.272918904675836,0.014591618390614309,-0.47613133357805026,0.10472438698005064
ANKRD13C,0.07498489494328721,-0.6449539917833681,0.14194201551205163,0.04759493758640206,0.30690137448165206,0.4726906615701157,-0.08356832856870557
ANKRD17,0.3814155079967188,-0.44516362288034705,-0.2367885446598596,-0.2839611876526041,-0.14745149582588568,-0.4393324439221458,0.07782277944757962
ANKRD27,0.10712817184785928,-0.5562240284417193,0.063670395549407,0.1647981086831973,0.223148850098518,0.5829583695706615,0.046229764309545084
ANKRD28,0.19783103062495297,-0.6654916624561389,0.06477216381874278,0.6592356084320087,-0.2349948703942654,-0.008394812479589937,-0.09297302321290712
ANKRD46,0.16327827832075847,-0.6736506148636455,-0.23485645405628466,0.1315336313841723,0.2848288900105468,-0.47098745793087304,0.15476597843333847
ANKRD49,0.27254012999750626,-0.4577017356937887,0.08392146886728727,0.0575055310047067,-0.3185746717446574,0.44905870207777737,-0.046480761562668324
ANKS4B,0.1413113475249441,-0.7132781036330987,0.5507911302932881,0.7116806238898836,-0.12812267483373374,0.31722060303637784,-0.15915681829186884
ANLN,0.23764423797362788,-0.6286039967013665,0.6412796775616171,0.7710253882585398,-0.013025353668126804,-0.07043215451302595,0.020870044369362597
ANO6,0.18284560103405278,-0.7210975380517605,-0.26612087619517855,0.08195204002806031,0.3237846422813568,-0.8656038817207575,-0.18597355846863264
ANXA1,0.3453228198698069,0.2811805343891688,-0.7268603770376042,0.526099905856097,-0.14867181321340925,-0.4403440227578599,-0.1005146596903219
