gene,n_cpg_1x,n_cpg_5x,n_cpg_10x,frac_5x,frac_10x
ENSSSCG00000051981,1,1,0,1.0,0.0
ENSSSCG00000051984,6,6,0,1.0,0.0
ENSSSCG00000051985,2,0,0,0.0,0.0
ENSSSCG00000051987,5,5,5,1.0,1.0
ENSSSCG00000051989,5,4,0,0.8,0.0
ENSSSCG00000051991,85,44,36,0.5176470588235295,0.4235294117647059
ENSSSCG00000051992,2,0,0,0.0,0.0
ENSSSCG00000051993,2,0,0,0.0,0.0
ENSSSCG00000051994,1,0,0,0.0,0.0
ENSSSCG00000051996,1,0,0,0.0,0.0
ENSSSCG00000051999,1,0,0,0.0,0.0
ENSSSCG00000052000,3,0,0,0.0,0.0
ENSSSCG00000052001,1,1,1,1.0,1.0
ENSSSCG00000052002,1,1,1,1.0,1.0
ENSSSCG00000052003,16,6,0,0.375,0.0
ENSSSCG00000052004,6,0,0,0.0,0.0
ENSSSCG00000052009,6,0,0,0.0,0.0
ENSSSCG00000052010,4,1,0,0.25,0.0
ENSSSCG00000052011,1,0,0,0.0,0.0
ENSSSCG00000052012,6,0,0,0.0,0.0
ENSSSCG00000052013,3,2,2,0.6666666666666666,0.6666666666666666
ENSSSCG00000052014,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052015,2,0,0,0.0,0.0
ENSSSCG00000052016,1,0,0,0.0,0.0
ENSSSCG00000052017,4,0,0,0.0,0.0
ENSSSCG00000052018,1,0,0,0.0,0.0
ENSSSCG00000052019,3,0,0,0.0,0.0
ENSSSCG00000052021,7,7,0,1.0,0.0
ENSSSCG00000052022,1,0,0,0.0,0.0
ENSSSCG00000052023,1,0,0,0.0,0.0
ENSSSCG00000052025,1,1,0,1.0,0.0
ENSSSCG00000052026,4,0,0,0.0,0.0
ENSSSCG00000052029,1,0,0,0.0,0.0
ENSSSCG00000052030,5,4,3,0.8,0.6
ENSSSCG00000052035,6,3,2,0.5,0.3333333333333333
ENSSSCG00000052036,1,0,0,0.0,0.0
ENSSSCG00000052037,2,0,0,0.0,0.0
ENSSSCG00000052039,1,0,0,0.0,0.0
ENSSSCG00000052040,1,0,0,0.0,0.0
ENSSSCG00000052041,13,2,1,0.15384615384615385,0.07692307692307693
ENSSSCG00000052042,5,0,0,0.0,0.0
ENSSSCG00000052043,1,0,0,0.0,0.0
ENSSSCG00000052044,7,1,0,0.14285714285714285,0.0
ENSSSCG00000052045,2,0,0,0.0,0.0
ENSSSCG00000052046,1,0,0,0.0,0.0
ENSSSCG00000052047,3,0,0,0.0,0.0
ENSSSCG00000052048,22,11,6,0.5,0.2727272727272727
ENSSSCG00000052049,7,0,0,0.0,0.0
ENSSSCG00000052051,8,0,0,0.0,0.0
ENSSSCG00000052052,26,15,1,0.5769230769230769,0.038461538461538464
ENSSSCG00000052053,1,0,0,0.0,0.0
ENSSSCG00000052054,2,0,0,0.0,0.0
ENSSSCG00000052055,2,0,0,0.0,0.0
ENSSSCG00000052056,1,0,0,0.0,0.0
ENSSSCG00000052058,2,0,0,0.0,0.0
ENSSSCG00000052060,8,8,6,1.0,0.75
ENSSSCG00000052062,37,11,1,0.2972972972972973,0.02702702702702703
ENSSSCG00000052066,1,0,0,0.0,0.0
ENSSSCG00000052067,8,7,0,0.875,0.0
ENSSSCG00000052068,33,15,9,0.45454545454545453,0.2727272727272727
ENSSSCG00000052070,10,2,1,0.2,0.1
ENSSSCG00000052071,2,0,0,0.0,0.0
ENSSSCG00000052072,1,0,0,0.0,0.0
ENSSSCG00000052073,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052074,4,0,0,0.0,0.0
ENSSSCG00000052075,2,2,2,1.0,1.0
ENSSSCG00000052076,1,0,0,0.0,0.0
ENSSSCG00000052078,1,0,0,0.0,0.0
ENSSSCG00000052079,2,0,0,0.0,0.0
ENSSSCG00000052081,2,0,0,0.0,0.0
ENSSSCG00000052082,4,2,2,0.5,0.5
ENSSSCG00000052083,11,6,2,0.5454545454545454,0.18181818181818182
ENSSSCG00000052087,6,1,1,0.16666666666666666,0.16666666666666666
ENSSSCG00000052088,8,1,1,0.125,0.125
ENSSSCG00000052089,1,1,0,1.0,0.0
ENSSSCG00000052090,4,0,0,0.0,0.0
ENSSSCG00000052091,3,3,1,1.0,0.3333333333333333
ENSSSCG00000052092,1,1,0,1.0,0.0
ENSSSCG00000052093,4,2,1,0.5,0.25
ENSSSCG00000052094,4,0,0,0.0,0.0
ENSSSCG00000052096,4,1,1,0.25,0.25
ENSSSCG00000052097,2,2,0,1.0,0.0
ENSSSCG00000052100,2,0,0,0.0,0.0
ENSSSCG00000052104,5,0,0,0.0,0.0
ENSSSCG00000052106,1,0,0,0.0,0.0
ENSSSCG00000052107,5,1,0,0.2,0.0
ENSSSCG00000052108,1,0,0,0.0,0.0
ENSSSCG00000052109,38,10,5,0.2631578947368421,0.13157894736842105
ENSSSCG00000052110,13,5,0,0.38461538461538464,0.0
ENSSSCG00000052111,9,1,1,0.1111111111111111,0.1111111111111111
ENSSSCG00000052112,1,0,0,0.0,0.0
ENSSSCG00000052114,1,0,0,0.0,0.0
ENSSSCG00000052115,1,0,0,0.0,0.0
ENSSSCG00000052116,1,0,0,0.0,0.0
ENSSSCG00000052117,25,2,2,0.08,0.08
ENSSSCG00000052119,5,3,3,0.6,0.6
ENSSSCG00000052120,7,4,4,0.5714285714285714,0.5714285714285714
ENSSSCG00000052122,7,0,0,0.0,0.0
ENSSSCG00000052123,1,0,0,0.0,0.0
ENSSSCG00000052126,1,0,0,0.0,0.0
ENSSSCG00000052127,5,1,0,0.2,0.0
ENSSSCG00000052128,9,2,1,0.2222222222222222,0.1111111111111111
ENSSSCG00000052133,2,0,0,0.0,0.0
ENSSSCG00000052134,8,7,1,0.875,0.125
ENSSSCG00000052135,3,0,0,0.0,0.0
ENSSSCG00000052136,1,0,0,0.0,0.0
ENSSSCG00000052137,1,0,0,0.0,0.0
ENSSSCG00000052138,1,0,0,0.0,0.0
ENSSSCG00000052141,28,5,5,0.17857142857142858,0.17857142857142858
ENSSSCG00000052142,8,3,0,0.375,0.0
ENSSSCG00000052143,14,4,0,0.2857142857142857,0.0
ENSSSCG00000052144,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052147,26,20,18,0.7692307692307693,0.6923076923076923
ENSSSCG00000052148,1,1,0,1.0,0.0
ENSSSCG00000052151,2,0,0,0.0,0.0
ENSSSCG00000052152,14,11,5,0.7857142857142857,0.35714285714285715
ENSSSCG00000052153,4,0,0,0.0,0.0
ENSSSCG00000052154,1,1,0,1.0,0.0
ENSSSCG00000052155,19,16,0,0.8421052631578947,0.0
ENSSSCG00000052156,8,0,0,0.0,0.0
ENSSSCG00000052159,9,7,7,0.7777777777777778,0.7777777777777778
ENSSSCG00000052160,2,1,0,0.5,0.0
ENSSSCG00000052161,2,0,0,0.0,0.0
ENSSSCG00000052162,63,29,21,0.4603174603174603,0.3333333333333333
ENSSSCG00000052163,2,2,0,1.0,0.0
ENSSSCG00000052165,4,0,0,0.0,0.0
ENSSSCG00000052166,1,0,0,0.0,0.0
ENSSSCG00000052167,1,1,0,1.0,0.0
ENSSSCG00000052168,7,4,4,0.5714285714285714,0.5714285714285714
ENSSSCG00000052169,2,0,0,0.0,0.0
ENSSSCG00000052170,1,0,0,0.0,0.0
ENSSSCG00000052172,2,0,0,0.0,0.0
ENSSSCG00000052174,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052177,54,40,19,0.7407407407407407,0.35185185185185186
ENSSSCG00000052178,12,2,2,0.16666666666666666,0.16666666666666666
ENSSSCG00000052179,1,0,0,0.0,0.0
ENSSSCG00000052180,4,2,2,0.5,0.5
ENSSSCG00000052181,2,2,0,1.0,0.0
ENSSSCG00000052182,203,68,46,0.33497536945812806,0.22660098522167488
ENSSSCG00000052183,7,3,0,0.42857142857142855,0.0
ENSSSCG00000052185,3,0,0,0.0,0.0
ENSSSCG00000052186,3,3,3,1.0,1.0
ENSSSCG00000052187,1,0,0,0.0,0.0
ENSSSCG00000052188,59,22,2,0.3728813559322034,0.03389830508474576
ENSSSCG00000052189,10,10,0,1.0,0.0
ENSSSCG00000052191,8,0,0,0.0,0.0
ENSSSCG00000052192,1,0,0,0.0,0.0
ENSSSCG00000052193,2,1,0,0.5,0.0
ENSSSCG00000052194,3,0,0,0.0,0.0
ENSSSCG00000052195,4,3,1,0.75,0.25
ENSSSCG00000052196,2,0,0,0.0,0.0
ENSSSCG00000052197,1,0,0,0.0,0.0
ENSSSCG00000052198,2,1,0,0.5,0.0
ENSSSCG00000052199,1,0,0,0.0,0.0
ENSSSCG00000052200,5,4,4,0.8,0.8
ENSSSCG00000052201,1,0,0,0.0,0.0
ENSSSCG00000052203,16,0,0,0.0,0.0
ENSSSCG00000052204,4,3,3,0.75,0.75
ENSSSCG00000052205,1,0,0,0.0,0.0
ENSSSCG00000052206,1,0,0,0.0,0.0
ENSSSCG00000052207,13,7,4,0.5384615384615384,0.3076923076923077
ENSSSCG00000052208,2,0,0,0.0,0.0
ENSSSCG00000052210,15,12,4,0.8,0.26666666666666666
ENSSSCG00000052211,41,31,17,0.7560975609756098,0.4146341463414634
ENSSSCG00000052212,4,2,0,0.5,0.0
ENSSSCG00000052213,2,1,0,0.5,0.0
ENSSSCG00000052214,10,10,0,1.0,0.0
ENSSSCG00000052219,33,21,15,0.6363636363636364,0.45454545454545453
ENSSSCG00000052220,2,0,0,0.0,0.0
ENSSSCG00000052221,1,0,0,0.0,0.0
ENSSSCG00000052222,1,0,0,0.0,0.0
ENSSSCG00000052223,24,22,15,0.9166666666666666,0.625
ENSSSCG00000052224,6,5,4,0.8333333333333334,0.6666666666666666
ENSSSCG00000052225,1,0,0,0.0,0.0
ENSSSCG00000052226,1,0,0,0.0,0.0
ENSSSCG00000052227,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000052231,63,44,41,0.6984126984126984,0.6507936507936508
ENSSSCG00000052232,4,0,0,0.0,0.0
ENSSSCG00000052233,1,0,0,0.0,0.0
ENSSSCG00000052235,15,14,13,0.9333333333333333,0.8666666666666667
ENSSSCG00000052236,35,6,2,0.17142857142857143,0.05714285714285714
ENSSSCG00000052237,22,15,1,0.6818181818181818,0.045454545454545456
ENSSSCG00000052239,98,30,13,0.30612244897959184,0.1326530612244898
ENSSSCG00000052240,4,0,0,0.0,0.0
ENSSSCG00000052241,3,0,0,0.0,0.0
ENSSSCG00000052243,5,3,1,0.6,0.2
ENSSSCG00000052244,8,5,3,0.625,0.375
ENSSSCG00000052246,8,0,0,0.0,0.0
ENSSSCG00000052248,1,1,0,1.0,0.0
ENSSSCG00000052250,2,0,0,0.0,0.0
ENSSSCG00000052251,15,9,7,0.6,0.4666666666666667
ENSSSCG00000052253,29,1,0,0.034482758620689655,0.0
ENSSSCG00000052254,15,0,0,0.0,0.0
ENSSSCG00000052255,7,4,2,0.5714285714285714,0.2857142857142857
ENSSSCG00000052256,11,10,5,0.9090909090909091,0.45454545454545453
ENSSSCG00000052257,1,0,0,0.0,0.0
ENSSSCG00000052258,1,0,0,0.0,0.0
ENSSSCG00000052259,2,1,0,0.5,0.0
ENSSSCG00000052263,12,1,0,0.08333333333333333,0.0
ENSSSCG00000052264,5,3,3,0.6,0.6
ENSSSCG00000052265,7,6,0,0.8571428571428571,0.0
ENSSSCG00000052267,1,0,0,0.0,0.0
ENSSSCG00000052269,6,5,5,0.8333333333333334,0.8333333333333334
ENSSSCG00000052270,18,2,0,0.1111111111111111,0.0
ENSSSCG00000052273,1,0,0,0.0,0.0
ENSSSCG00000052274,4,2,2,0.5,0.5
ENSSSCG00000052276,1,1,0,1.0,0.0
ENSSSCG00000052277,4,1,0,0.25,0.0
ENSSSCG00000052278,3,0,0,0.0,0.0
ENSSSCG00000052280,4,1,1,0.25,0.25
ENSSSCG00000052284,66,0,0,0.0,0.0
ENSSSCG00000052288,7,3,3,0.42857142857142855,0.42857142857142855
ENSSSCG00000052289,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000052290,6,2,1,0.3333333333333333,0.16666666666666666
ENSSSCG00000052291,1,0,0,0.0,0.0
ENSSSCG00000052292,6,1,0,0.16666666666666666,0.0
ENSSSCG00000052293,2,0,0,0.0,0.0
ENSSSCG00000052294,16,10,7,0.625,0.4375
ENSSSCG00000052295,4,4,0,1.0,0.0
ENSSSCG00000052297,80,11,5,0.1375,0.0625
ENSSSCG00000052298,20,8,3,0.4,0.15
ENSSSCG00000052299,11,0,0,0.0,0.0
ENSSSCG00000052300,7,0,0,0.0,0.0
ENSSSCG00000052301,15,2,2,0.13333333333333333,0.13333333333333333
ENSSSCG00000052302,1,0,0,0.0,0.0
ENSSSCG00000052303,33,11,4,0.3333333333333333,0.12121212121212122
ENSSSCG00000052304,14,7,0,0.5,0.0
ENSSSCG00000052305,8,0,0,0.0,0.0
ENSSSCG00000052306,1,0,0,0.0,0.0
ENSSSCG00000052307,1,0,0,0.0,0.0
ENSSSCG00000052309,1,0,0,0.0,0.0
ENSSSCG00000052310,2,0,0,0.0,0.0
ENSSSCG00000052314,1,0,0,0.0,0.0
ENSSSCG00000052316,1,0,0,0.0,0.0
ENSSSCG00000052320,4,3,1,0.75,0.25
ENSSSCG00000052321,6,3,2,0.5,0.3333333333333333
ENSSSCG00000052324,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000052326,5,0,0,0.0,0.0
ENSSSCG00000052327,23,12,10,0.5217391304347826,0.43478260869565216
ENSSSCG00000052329,13,2,1,0.15384615384615385,0.07692307692307693
ENSSSCG00000052330,8,8,6,1.0,0.75
ENSSSCG00000052331,3,3,0,1.0,0.0
ENSSSCG00000052332,4,4,0,1.0,0.0
ENSSSCG00000052335,13,3,0,0.23076923076923078,0.0
ENSSSCG00000052336,4,0,0,0.0,0.0
ENSSSCG00000052337,2,1,0,0.5,0.0
ENSSSCG00000052340,14,8,0,0.5714285714285714,0.0
ENSSSCG00000052342,28,8,3,0.2857142857142857,0.10714285714285714
ENSSSCG00000052343,29,26,5,0.896551724137931,0.1724137931034483
ENSSSCG00000052347,10,1,0,0.1,0.0
ENSSSCG00000052348,2,0,0,0.0,0.0
ENSSSCG00000052350,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052351,1,0,0,0.0,0.0
ENSSSCG00000052353,1,0,0,0.0,0.0
ENSSSCG00000052354,11,5,0,0.45454545454545453,0.0
ENSSSCG00000052356,2,0,0,0.0,0.0
ENSSSCG00000052357,8,3,0,0.375,0.0
ENSSSCG00000052359,2,1,1,0.5,0.5
ENSSSCG00000052362,1,0,0,0.0,0.0
ENSSSCG00000052363,1,0,0,0.0,0.0
ENSSSCG00000052364,2,1,1,0.5,0.5
ENSSSCG00000052368,1,0,0,0.0,0.0
ENSSSCG00000052371,2,0,0,0.0,0.0
ENSSSCG00000052372,5,0,0,0.0,0.0
ENSSSCG00000052374,1,0,0,0.0,0.0
ENSSSCG00000052375,1,0,0,0.0,0.0
ENSSSCG00000052376,4,0,0,0.0,0.0
ENSSSCG00000052377,2,0,0,0.0,0.0
ENSSSCG00000052378,2,2,2,1.0,1.0
ENSSSCG00000052380,5,0,0,0.0,0.0
ENSSSCG00000052381,2,1,0,0.5,0.0
ENSSSCG00000052383,2,0,0,0.0,0.0
ENSSSCG00000052384,3,0,0,0.0,0.0
ENSSSCG00000052385,4,2,1,0.5,0.25
ENSSSCG00000052386,2,0,0,0.0,0.0
ENSSSCG00000052388,22,2,0,0.09090909090909091,0.0
ENSSSCG00000052391,15,4,0,0.26666666666666666,0.0
ENSSSCG00000052392,1,1,1,1.0,1.0
ENSSSCG00000052393,35,31,30,0.8857142857142857,0.8571428571428571
ENSSSCG00000052394,1,0,0,0.0,0.0
ENSSSCG00000052396,12,9,0,0.75,0.0
ENSSSCG00000052399,16,0,0,0.0,0.0
ENSSSCG00000052401,12,4,4,0.3333333333333333,0.3333333333333333
ENSSSCG00000052403,1,0,0,0.0,0.0
ENSSSCG00000052408,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000052410,11,0,0,0.0,0.0
ENSSSCG00000052411,6,2,1,0.3333333333333333,0.16666666666666666
ENSSSCG00000052414,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052416,4,0,0,0.0,0.0
ENSSSCG00000052417,7,6,5,0.8571428571428571,0.7142857142857143
ENSSSCG00000052419,5,0,0,0.0,0.0
ENSSSCG00000052420,9,0,0,0.0,0.0
ENSSSCG00000052423,12,1,0,0.08333333333333333,0.0
ENSSSCG00000052427,2,1,1,0.5,0.5
ENSSSCG00000052428,3,0,0,0.0,0.0
ENSSSCG00000052429,4,1,1,0.25,0.25
ENSSSCG00000052430,1,1,1,1.0,1.0
ENSSSCG00000052432,7,0,0,0.0,0.0
ENSSSCG00000052433,2,1,0,0.5,0.0
ENSSSCG00000052434,79,19,10,0.24050632911392406,0.12658227848101267
ENSSSCG00000052435,7,2,2,0.2857142857142857,0.2857142857142857
ENSSSCG00000052437,13,10,9,0.7692307692307693,0.6923076923076923
ENSSSCG00000052438,2,0,0,0.0,0.0
ENSSSCG00000052443,1,0,0,0.0,0.0
ENSSSCG00000052444,1,0,0,0.0,0.0
ENSSSCG00000052445,23,6,5,0.2608695652173913,0.21739130434782608
ENSSSCG00000052446,1,0,0,0.0,0.0
ENSSSCG00000052449,8,7,4,0.875,0.5
ENSSSCG00000052450,1,0,0,0.0,0.0
ENSSSCG00000052451,32,14,0,0.4375,0.0
ENSSSCG00000052454,23,7,3,0.30434782608695654,0.13043478260869565
ENSSSCG00000052456,13,4,0,0.3076923076923077,0.0
ENSSSCG00000052458,4,3,0,0.75,0.0
ENSSSCG00000052459,3,0,0,0.0,0.0
ENSSSCG00000052460,60,25,16,0.4166666666666667,0.26666666666666666
ENSSSCG00000052461,1,0,0,0.0,0.0
ENSSSCG00000052462,13,4,0,0.3076923076923077,0.0
ENSSSCG00000052463,131,45,27,0.3435114503816794,0.20610687022900764
ENSSSCG00000052464,3,3,2,1.0,0.6666666666666666
ENSSSCG00000052465,4,1,1,0.25,0.25
ENSSSCG00000052468,1,0,0,0.0,0.0
ENSSSCG00000052470,2,0,0,0.0,0.0
ENSSSCG00000052472,1,1,0,1.0,0.0
ENSSSCG00000052473,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000052474,1,0,0,0.0,0.0
ENSSSCG00000052476,1,0,0,0.0,0.0
ENSSSCG00000052477,42,39,33,0.9285714285714286,0.7857142857142857
ENSSSCG00000052478,5,2,1,0.4,0.2
ENSSSCG00000052480,1,0,0,0.0,0.0
ENSSSCG00000052481,15,8,4,0.5333333333333333,0.26666666666666666
ENSSSCG00000052482,1,0,0,0.0,0.0
ENSSSCG00000052484,1,0,0,0.0,0.0
ENSSSCG00000052488,7,0,0,0.0,0.0
ENSSSCG00000052489,1,0,0,0.0,0.0
ENSSSCG00000052490,1,0,0,0.0,0.0
ENSSSCG00000052494,1,0,0,0.0,0.0
ENSSSCG00000052495,1,0,0,0.0,0.0
ENSSSCG00000052496,1,0,0,0.0,0.0
ENSSSCG00000052497,1,0,0,0.0,0.0
ENSSSCG00000052500,3,2,0,0.6666666666666666,0.0
ENSSSCG00000052501,15,12,9,0.8,0.6
ENSSSCG00000052502,19,3,0,0.15789473684210525,0.0
ENSSSCG00000052504,22,4,1,0.18181818181818182,0.045454545454545456
ENSSSCG00000052506,1,0,0,0.0,0.0
ENSSSCG00000052507,3,2,1,0.6666666666666666,0.3333333333333333
ENSSSCG00000052509,19,9,1,0.47368421052631576,0.05263157894736842
ENSSSCG00000052512,8,1,0,0.125,0.0
ENSSSCG00000052514,3,0,0,0.0,0.0
ENSSSCG00000052516,6,3,0,0.5,0.0
ENSSSCG00000052517,2,0,0,0.0,0.0
ENSSSCG00000052518,2,0,0,0.0,0.0
ENSSSCG00000052522,1,0,0,0.0,0.0
ENSSSCG00000052524,4,0,0,0.0,0.0
ENSSSCG00000052526,2,1,1,0.5,0.5
ENSSSCG00000052527,12,3,1,0.25,0.08333333333333333
ENSSSCG00000052528,6,1,0,0.16666666666666666,0.0
ENSSSCG00000052531,1,1,0,1.0,0.0
ENSSSCG00000052532,7,6,4,0.8571428571428571,0.5714285714285714
ENSSSCG00000052533,4,2,1,0.5,0.25
ENSSSCG00000052534,1,0,0,0.0,0.0
ENSSSCG00000052536,1,0,0,0.0,0.0
ENSSSCG00000052538,3,0,0,0.0,0.0
ENSSSCG00000052540,4,2,0,0.5,0.0
ENSSSCG00000052544,5,2,2,0.4,0.4
ENSSSCG00000052545,2,0,0,0.0,0.0
ENSSSCG00000052546,1,0,0,0.0,0.0
ENSSSCG00000052549,1,0,0,0.0,0.0
ENSSSCG00000052553,1,1,1,1.0,1.0
ENSSSCG00000052554,1,0,0,0.0,0.0
ENSSSCG00000052556,12,2,2,0.16666666666666666,0.16666666666666666
ENSSSCG00000052559,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052560,21,18,6,0.8571428571428571,0.2857142857142857
ENSSSCG00000052565,3,3,0,1.0,0.0
ENSSSCG00000052566,5,5,3,1.0,0.6
ENSSSCG00000052567,8,1,0,0.125,0.0
ENSSSCG00000052569,8,4,2,0.5,0.25
ENSSSCG00000052570,12,3,2,0.25,0.16666666666666666
ENSSSCG00000052572,1,0,0,0.0,0.0
ENSSSCG00000052574,6,0,0,0.0,0.0
ENSSSCG00000052576,1,0,0,0.0,0.0
ENSSSCG00000052577,1,0,0,0.0,0.0
ENSSSCG00000052578,5,2,2,0.4,0.4
ENSSSCG00000052579,1,0,0,0.0,0.0
ENSSSCG00000052580,4,0,0,0.0,0.0
ENSSSCG00000052581,12,3,0,0.25,0.0
ENSSSCG00000052582,1,0,0,0.0,0.0
ENSSSCG00000052583,1,1,0,1.0,0.0
ENSSSCG00000052585,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052586,9,2,1,0.2222222222222222,0.1111111111111111
ENSSSCG00000052587,9,0,0,0.0,0.0
ENSSSCG00000052588,8,2,0,0.25,0.0
ENSSSCG00000052590,1,0,0,0.0,0.0
ENSSSCG00000052594,2,0,0,0.0,0.0
ENSSSCG00000052595,1,0,0,0.0,0.0
ENSSSCG00000052596,1,0,0,0.0,0.0
ENSSSCG00000052598,1,1,0,1.0,0.0
ENSSSCG00000052600,1,0,0,0.0,0.0
ENSSSCG00000052603,14,4,0,0.2857142857142857,0.0
ENSSSCG00000052604,2,2,2,1.0,1.0
ENSSSCG00000052605,6,2,2,0.3333333333333333,0.3333333333333333
ENSSSCG00000052607,3,0,0,0.0,0.0
ENSSSCG00000052608,2,1,0,0.5,0.0
ENSSSCG00000052609,22,1,1,0.045454545454545456,0.045454545454545456
ENSSSCG00000052610,1,0,0,0.0,0.0
ENSSSCG00000052613,1,0,0,0.0,0.0
ENSSSCG00000052614,24,10,8,0.4166666666666667,0.3333333333333333
ENSSSCG00000052616,2,1,0,0.5,0.0
ENSSSCG00000052617,12,4,4,0.3333333333333333,0.3333333333333333
ENSSSCG00000052618,25,5,3,0.2,0.12
ENSSSCG00000052619,5,3,0,0.6,0.0
ENSSSCG00000052620,1,0,0,0.0,0.0
ENSSSCG00000052621,1,1,0,1.0,0.0
ENSSSCG00000052624,1,0,0,0.0,0.0
ENSSSCG00000052625,4,3,0,0.75,0.0
ENSSSCG00000052627,1,1,1,1.0,1.0
ENSSSCG00000052628,11,1,0,0.09090909090909091,0.0
ENSSSCG00000052630,1,0,0,0.0,0.0
ENSSSCG00000052631,1,1,1,1.0,1.0
ENSSSCG00000052632,8,5,0,0.625,0.0
ENSSSCG00000052635,4,2,2,0.5,0.5
ENSSSCG00000052637,1,0,0,0.0,0.0
ENSSSCG00000052638,5,0,0,0.0,0.0
ENSSSCG00000052639,5,5,5,1.0,1.0
ENSSSCG00000052641,94,58,28,0.6170212765957447,0.2978723404255319
ENSSSCG00000052643,1,0,0,0.0,0.0
ENSSSCG00000052644,1,0,0,0.0,0.0
ENSSSCG00000052645,7,0,0,0.0,0.0
ENSSSCG00000052646,1,0,0,0.0,0.0
ENSSSCG00000052647,3,0,0,0.0,0.0
ENSSSCG00000052648,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052649,1,0,0,0.0,0.0
ENSSSCG00000052650,27,21,13,0.7777777777777778,0.48148148148148145
ENSSSCG00000052651,19,12,12,0.631578947368421,0.631578947368421
ENSSSCG00000052653,16,10,1,0.625,0.0625
ENSSSCG00000052654,4,3,0,0.75,0.0
ENSSSCG00000052655,5,1,1,0.2,0.2
ENSSSCG00000052657,1,0,0,0.0,0.0
ENSSSCG00000052658,4,0,0,0.0,0.0
ENSSSCG00000052659,1,0,0,0.0,0.0
ENSSSCG00000052660,11,5,5,0.45454545454545453,0.45454545454545453
ENSSSCG00000052662,29,26,1,0.896551724137931,0.034482758620689655
ENSSSCG00000052663,25,19,3,0.76,0.12
ENSSSCG00000052664,1,1,0,1.0,0.0
ENSSSCG00000052666,1,0,0,0.0,0.0
ENSSSCG00000052667,2,0,0,0.0,0.0
ENSSSCG00000052669,1,0,0,0.0,0.0
ENSSSCG00000052670,2,1,0,0.5,0.0
ENSSSCG00000052671,26,3,1,0.11538461538461539,0.038461538461538464
ENSSSCG00000052672,10,7,5,0.7,0.5
ENSSSCG00000052673,1,0,0,0.0,0.0
ENSSSCG00000052674,4,1,1,0.25,0.25
ENSSSCG00000052675,17,0,0,0.0,0.0
ENSSSCG00000052676,24,14,0,0.5833333333333334,0.0
ENSSSCG00000052678,4,3,3,0.75,0.75
ENSSSCG00000052679,2,1,0,0.5,0.0
ENSSSCG00000052680,10,0,0,0.0,0.0
ENSSSCG00000052682,1,0,0,0.0,0.0
ENSSSCG00000052683,16,15,7,0.9375,0.4375
ENSSSCG00000052684,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052688,7,5,0,0.7142857142857143,0.0
ENSSSCG00000052689,4,0,0,0.0,0.0
ENSSSCG00000052692,1,0,0,0.0,0.0
ENSSSCG00000052694,5,5,1,1.0,0.2
ENSSSCG00000052695,14,9,1,0.6428571428571429,0.07142857142857142
ENSSSCG00000052697,4,0,0,0.0,0.0
ENSSSCG00000052698,2,0,0,0.0,0.0
ENSSSCG00000052699,1,1,0,1.0,0.0
ENSSSCG00000052700,2,0,0,0.0,0.0
ENSSSCG00000052702,7,4,4,0.5714285714285714,0.5714285714285714
ENSSSCG00000052704,7,1,0,0.14285714285714285,0.0
ENSSSCG00000052705,2,0,0,0.0,0.0
ENSSSCG00000052706,1,0,0,0.0,0.0
ENSSSCG00000052708,14,3,3,0.21428571428571427,0.21428571428571427
ENSSSCG00000052710,3,1,0,0.3333333333333333,0.0
ENSSSCG00000052713,1,1,0,1.0,0.0
ENSSSCG00000052714,9,6,6,0.6666666666666666,0.6666666666666666
ENSSSCG00000052717,13,1,1,0.07692307692307693,0.07692307692307693
ENSSSCG00000052718,17,0,0,0.0,0.0
ENSSSCG00000052719,2,0,0,0.0,0.0
ENSSSCG00000052721,1,0,0,0.0,0.0
ENSSSCG00000052726,2,1,1,0.5,0.5
ENSSSCG00000052727,2,1,1,0.5,0.5
ENSSSCG00000052729,11,1,0,0.09090909090909091,0.0
ENSSSCG00000052730,1,1,0,1.0,0.0
ENSSSCG00000052734,1,0,0,0.0,0.0
ENSSSCG00000052738,8,1,0,0.125,0.0
ENSSSCG00000052740,5,4,4,0.8,0.8
ENSSSCG00000052741,12,1,1,0.08333333333333333,0.08333333333333333
ENSSSCG00000052742,2,1,1,0.5,0.5
ENSSSCG00000052743,1,1,0,1.0,0.0
ENSSSCG00000052744,8,0,0,0.0,0.0
ENSSSCG00000052747,2,0,0,0.0,0.0
ENSSSCG00000052748,10,1,1,0.1,0.1
ENSSSCG00000052749,15,7,0,0.4666666666666667,0.0
ENSSSCG00000052750,3,3,3,1.0,1.0
