gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000022525,18.4001925789005,-3.333922243806184,1.7040383930355492,-1.9564830566212676,0.05040827647542286,0.12982958102849465,ENSSSCG00000022525,ARHGEF5,False
ENSSSCG00000031857,41.25315368735462,4.028373246672871,2.059676631699717,1.9558280094426845,0.05048541815491908,0.12998989637646027,ENSSSCG00000031857,SMIM19,False
ENSSSCG00000003818,1529.128201025234,-1.348547129978156,0.6902341000104814,-1.953753270024877,0.05073040310336902,0.13058215264896697,ENSSSCG00000003818,DOCK7,False
ENSSSCG00000010401,108.12654979856441,1.4792262724185468,0.7571914188601518,1.9535697784918373,0.05075211760902383,0.13059952175061693,ENSSSCG00000010401,ENSSSCG00000010401,False
ENSSSCG00000031707,32.89805436389201,-2.5133948458905686,1.2871655522521925,-1.9526585694379448,0.050860066038126546,0.13076161940150038,ENSSSCG00000031707,CTDSP2,False
ENSSSCG00000053786,2039.1056323317878,-1.3700045430918963,0.7015242322049028,-1.952896963781206,0.05083180555824348,0.13076161940150038,ENSSSCG00000053786,SELENOT,False
ENSSSCG00000004132,10.139530246890265,-4.496245601574926,2.30251562440923,-1.9527535682753743,0.050848802815233934,0.13076161940150038,ENSSSCG00000004132,PHACTR2,False
ENSSSCG00000031888,11.645072686513478,-3.3255089924333214,1.7055714337989447,-1.9497916806839164,0.051200953543745535,0.1315992696974149,ENSSSCG00000031888,DDIT4,False
ENSSSCG00000003549,894.5730769685919,-1.7304461744505948,0.8878603943364054,-1.9490070572907416,0.051294581930802385,0.13178705959041426,ENSSSCG00000003549,LDLRAP1,False
ENSSSCG00000032778,11970.571182606534,0.943773319777915,0.4842529451327857,1.948926339558194,0.05130422202941064,0.13178705959041426,ENSSSCG00000032778,PLEKHG1,False
ENSSSCG00000002768,92.58763614298007,2.7866234509232717,1.4311537935224088,1.9471166995021063,0.05152074536967795,0.1323043037362595,ENSSSCG00000002768,CENPT,False
ENSSSCG00000016677,72.72306396636274,1.9538971300138797,1.003610873696155,1.9468672383131487,0.051550653284014716,0.13234215962233375,ENSSSCG00000016677,GARS1,False
ENSSSCG00000006191,97.3698139737834,-1.5802434229058326,0.8119026918703269,-1.946345835195508,0.05161321125454444,0.13246378864916317,ENSSSCG00000006191,XKR9,False
ENSSSCG00000002457,5109.283767323467,2.0227921990584705,1.039753239254929,1.9454540968854999,0.05172034929662362,0.1326997259518782,ENSSSCG00000002457,ITPK1,False
ENSSSCG00000023128,651.9810387285668,-1.8832952885035512,0.9690736645466219,-1.9433974499602618,0.05196815514564266,0.13329633209902347,ENSSSCG00000023128,IGF2BP1,False
ENSSSCG00000008524,22.315350309194212,2.190303312623076,1.127177366293902,1.9431753849216071,0.05199497112377513,0.1333259236044848,ENSSSCG00000008524,GALNT14,False
ENSSSCG00000016569,7.3708146028435335,-3.731819388024462,1.9207221345732801,-1.9429251742618912,0.052025199759018155,0.13336424591574395,ENSSSCG00000016569,SMO,False
ENSSSCG00000038185,339.76095149673876,1.7311525209787146,0.8914562018757974,1.9419378286179765,0.052144627184137114,0.1335180883932591,ENSSSCG00000038185,EREG,False
ENSSSCG00000014943,5091.111074775351,1.3340551749651035,0.6869763374668443,1.941923036074717,0.05214641820355569,0.1335180883932591,ENSSSCG00000014943,DEUP1,False
ENSSSCG00000034191,13.035923900710245,-3.9285327869560565,2.022777156759935,-1.942148087755125,0.05211917544736615,0.1335180883932591,ENSSSCG00000034191,SOX6,False
ENSSSCG00000024070,12.137370861695839,-2.1853322351328934,1.125294517330508,-1.942009137587439,0.05213599411341036,0.1335180883932591,ENSSSCG00000024070,ENSSSCG00000024070,False
ENSSSCG00000005232,3.925654375197961,-2.785977361132763,1.434765226044841,-1.9417653219912179,0.05216551676543662,0.13352780853481958,ENSSSCG00000005232,ENSSSCG00000005232,False
ENSSSCG00000048369,1417.478817595472,1.3775691489284594,0.7094883753553839,1.9416373781155085,0.05218101456855508,0.13352830883437292,ENSSSCG00000048369,ENSSSCG00000048369,False
ENSSSCG00000038630,342.3853837717154,1.3349943555579753,0.6876706417232312,1.9413281221554233,0.052218490552798744,0.13358503329338078,ENSSSCG00000038630,ENSSSCG00000038630,False
ENSSSCG00000048880,604.4503366450766,1.269514672298535,0.6541597921726069,1.9406797658446737,0.05229713216274736,0.1337470032978117,ENSSSCG00000048880,ENSSSCG00000048880,False
ENSSSCG00000005310,4.1323174206314475,-4.041047383721173,2.0826148999426617,-1.9403718776008134,0.0523345117701243,0.13378755792230937,ENSSSCG00000005310,TESK1,False
ENSSSCG00000015379,13951.850786201276,1.2360848942204874,0.6370597624813003,1.9402966048366155,0.05234365376424068,0.13378755792230937,ENSSSCG00000015379,DNAH11,False
ENSSSCG00000004624,24027.73219487652,1.3156732017441783,0.6787234507038852,1.9384525470274092,0.05256803485834311,0.1343217195238366,ENSSSCG00000004624,MAPK6,False
ENSSSCG00000022773,42375.351227294894,1.461498948912114,0.7543641714573005,1.9373917853080853,0.052697470029589084,0.13461303380509201,ENSSSCG00000022773,ENSSSCG00000022773,False
ENSSSCG00000015427,839.0325320157741,1.4582365782454407,0.7529015802876318,1.9368223104118722,0.05276706773013284,0.13472810103583985,ENSSSCG00000015427,ORC5,False
ENSSSCG00000009932,81.95087541469155,-43.2808512266689,22.346917082401504,-1.9367705651332618,0.052773395523779576,0.13472810103583985,ENSSSCG00000009932,MMAB,False
ENSSSCG00000008487,19245.390109418448,1.115598843330219,0.576060962098619,1.936598583708982,0.05279443123552995,0.13474238284914722,ENSSSCG00000008487,ATL2,False
ENSSSCG00000016543,2801.807434465894,1.169595180818517,0.604409594745325,1.935103596942963,0.05297758422559859,0.13517029238379336,ENSSSCG00000016543,ENSSSCG00000016543,False
ENSSSCG00000034964,12.988829639358503,2.2589534513684004,1.1676016906574407,1.9346952556196224,0.05302770292464877,0.1352586190355116,ENSSSCG00000034964,STX8,False
ENSSSCG00000038588,169.03703161791856,-2.850725762276905,1.4737035335535718,-1.9343956890724765,0.053064496091786865,0.1353129143474378,ENSSSCG00000038588,ENSSSCG00000038588,False
ENSSSCG00000000469,3534.8504001781166,-1.4120719862591782,0.7300547070682629,-1.9342002353902281,0.05308851347287607,0.1353346095718132,ENSSSCG00000000469,LEMD3,False
ENSSSCG00000062483,697.4021516039778,1.2573454101439634,0.6502145239670614,1.9337393487809234,0.05314518325577475,0.13543950615943062,ENSSSCG00000062483,GVQW3,False
ENSSSCG00000022982,39398.26615501358,0.9881457057115387,0.5111972004323512,1.9330029680831635,0.05323583216719059,0.13559132267685498,ENSSSCG00000022982,VPS50,False
ENSSSCG00000005366,2178.4955948473666,1.2739902173356024,0.6590305711819423,1.9331276469477845,0.053220475046485076,0.13559132267685498,ENSSSCG00000005366,NCBP1,False
ENSSSCG00000008305,10.65829105620829,-3.8333275792399317,1.983515335855836,-1.932592861746617,0.05328637247842283,0.135645328252377,ENSSSCG00000008305,SMYD5,False
ENSSSCG00000010698,77.9432585656439,2.185474034471711,1.130859044143779,1.9325786408034837,0.0532881257448027,0.135645328252377,ENSSSCG00000010698,FGFR2,False
ENSSSCG00000020754,101.1634363442207,-2.1050043884820897,1.0899548199212785,-1.9312767373551527,0.053448838590589944,0.13599482188426673,ENSSSCG00000020754,POLR1G,False
ENSSSCG00000004475,10.689602253729456,-5.263879686491743,2.725684310274731,-1.9312139951971101,0.0534565939792614,0.13599482188426673,ENSSSCG00000004475,HTR1B,False
ENSSSCG00000027016,209.2321815795827,-2.165021675294682,1.1212553395497256,-1.9308908496829211,0.053496552009539365,0.13601716574453393,ENSSSCG00000027016,C19orf47,False
ENSSSCG00000054264,725.789168552505,-1.376732376760771,0.7129783872462492,-1.9309594812237612,0.05348806340298761,0.13601716574453393,ENSSSCG00000054264,BRI3BP,False
ENSSSCG00000008972,10.946054934239312,2.966936846722035,1.537038961255318,1.9302938451858778,0.05357043923333506,0.13612569969425792,ENSSSCG00000008972,PPEF2,False
ENSSSCG00000014171,72.02811243528446,-2.361334861970991,1.2232402961837896,-1.930393291765958,0.053558125488328404,0.13612569969425792,ENSSSCG00000014171,ERAP1,False
ENSSSCG00000045989,112.07898563849697,1.704088519092813,0.883096566941546,1.9296740389271723,0.053647238617844296,0.1362811656999445,ENSSSCG00000045989,ENSSSCG00000045989,False
ENSSSCG00000010849,6540.612171046796,1.3640137684298501,0.7070100579572913,1.9292706703081255,0.05369726886239322,0.136368558816427,ENSSSCG00000010849,WDR26,False
ENSSSCG00000033030,3160.9404070469777,1.7852118217275312,0.9263017032876404,1.9272466145656835,0.05394890319837806,0.136967742016016,ENSSSCG00000033030,FBXO45,False
ENSSSCG00000023775,2320.8945321568094,1.7609925766754497,0.9138171245226664,1.9270732944464206,0.053970496349583855,0.1369827083032195,ENSSSCG00000023775,TFB2M,False
ENSSSCG00000039514,3386.8653352900346,1.0810727129464228,0.5610962777711195,1.9267151748730909,0.05401513566134505,0.13705614241956873,ENSSSCG00000039514,ID3,False
ENSSSCG00000046543,84.95135273899673,2.6538647755308804,1.3776052089827673,1.9264334645558663,0.0540502722728861,0.13710542902709422,ENSSSCG00000046543,ENSSSCG00000046543,False
ENSSSCG00000009570,3952.7940052945023,1.5272572190162648,0.7931007069543976,1.9256788017263493,0.05414449238505115,0.13721064734919078,ENSSSCG00000009570,MPHOSPH8,False
ENSSSCG00000036700,6.398321508860019,-2.1564867424000984,1.1196869402990655,-1.925972934742015,0.05410775341231621,0.13721064734919078,ENSSSCG00000036700,RPUSD2,False
ENSSSCG00000003049,20.26454199589936,2.8624391105566374,1.4865199442602008,1.925597514926847,0.05415464926319196,0.13721064734919078,ENSSSCG00000003049,ERFL,False
ENSSSCG00000011312,12.659112025409726,2.697244060001771,1.400582577688782,1.9258015221442482,0.054129161340836514,0.13721064734919078,ENSSSCG00000011312,LARS2,False
ENSSSCG00000021933,453.02552226701266,1.7620870628355205,0.9152380655177427,1.9252772903831554,0.054194677155223664,0.1372722069249584,ENSSSCG00000021933,CLEC5A,False
ENSSSCG00000013876,368.1754825887648,14.284931869417086,7.4215929598062305,1.924779753724199,0.05425691794133605,0.13738997851308718,ENSSSCG00000013876,MYO9B,False
ENSSSCG00000013401,20.340736839919753,-3.060916596833284,1.5911872268390432,-1.9236684063345055,0.054396160585691786,0.1376227594290364,ENSSSCG00000013401,DKK3,False
ENSSSCG00000025316,54.98432391187107,-2.154331229648345,1.1198453458087292,-1.923775669302381,0.054382708436663395,0.1376227594290364,ENSSSCG00000025316,SLC33A1,False
ENSSSCG00000010502,784.0238895991407,-1.431598277568934,0.744166976621013,-1.9237594821383934,0.05438473833637036,0.1376227594290364,ENSSSCG00000010502,CCNJ,False
ENSSSCG00000008194,5.259899915987118,-3.60012995568013,1.8718920337971214,-1.9232572662736795,0.054447748527644384,0.13771334888470285,ENSSSCG00000008194,ACTR1B,False
ENSSSCG00000034916,4.892636212108866,-4.549415434464958,2.3665129168838726,-1.9224131007302687,0.054553798431332116,0.13794159522219762,ENSSSCG00000034916,GORASP1,False
ENSSSCG00000004656,11.643398606538451,-7.76444069494492,4.0402563008107055,-1.9217693425506028,0.05463478752664988,0.13806397019081823,ENSSSCG00000004656,EID1,False
ENSSSCG00000006717,17.964530628745432,-3.2569906106352997,1.695002499657917,-1.921525550134953,0.05466548441545691,0.13806397019081823,ENSSSCG00000006717,PHGDH,False
ENSSSCG00000011516,3883.541922884255,1.1646889932573474,0.6060925805426326,1.921635457432271,0.054651643763008954,0.13806397019081823,ENSSSCG00000011516,EIF4E3,False
ENSSSCG00000046102,398.39167287177753,1.47475825619205,0.7673875658176467,1.921790659483392,0.05463210410910681,0.13806397019081823,ENSSSCG00000046102,MOGAT1,False
ENSSSCG00000006169,7.29519746553652,-3.0399174071337853,1.5827587111363979,-1.9206448751440885,0.05477649362710809,0.13830430653650033,ENSSSCG00000006169,ZFHX4,False
ENSSSCG00000039194,7.044054253010599,-3.6568008380586945,1.9042616544154927,-1.9203247776268113,0.05481688852008462,0.13836626243166283,ENSSSCG00000039194,KANK2,False
ENSSSCG00000033500,2019.0068914983076,-1.2766001779016798,0.6652200059667566,-1.9190646199018195,0.054976156330488885,0.13872814925964316,ENSSSCG00000033500,SNRPD2,False
ENSSSCG00000011107,5076.29921565719,1.34806550372598,0.7025405352084685,1.9188437338010136,0.05500411320911673,0.1387585694890872,ENSSSCG00000011107,CCNY,False
ENSSSCG00000006347,65.442569594461,2.0189183186366204,1.0525426787283534,1.9181343991445643,0.05509397168851063,0.13890427991517465,ENSSSCG00000006347,DUSP12,False
ENSSSCG00000036314,929.5826010026725,-1.396940546765692,0.7282483158241763,-1.9182200856650669,0.05508311042983706,0.13890427991517465,ENSSSCG00000036314,HHEX,False
ENSSSCG00000016876,1723.160339276067,-1.2244663665069968,0.6384042775794405,-1.9180109054871253,0.055109628359653294,0.13890427991517465,ENSSSCG00000016876,C5orf34,False
ENSSSCG00000012152,132.5426663572436,1.5676965558747147,0.8175157165653667,1.9176347611530782,0.05515733923611751,0.13894426737135143,ENSSSCG00000012152,ENSSSCG00000012152,False
ENSSSCG00000010509,8.90766635280135,-3.672988093441153,1.9152602960414014,-1.9177487786034884,0.055142873406400096,0.13894426737135143,ENSSSCG00000010509,PIK3AP1,False
ENSSSCG00000036168,31.813745166404562,-2.662443154355096,1.3886212995882319,-1.9173284718768109,0.055196214990888975,0.13900206984429933,ENSSSCG00000036168,PDSS2,False
ENSSSCG00000033245,708.1235818152041,1.3007246024811008,0.6785031012212541,1.917050342349055,0.05523153635431072,0.1390508904292312,ENSSSCG00000033245,GLYATL3,False
ENSSSCG00000009516,277.8257657180807,1.5953308336487433,0.8326278089677989,1.9160191582196375,0.05536265716305281,0.13930061891718537,ENSSSCG00000009516,UBAC2,False
ENSSSCG00000043322,39.56669969321726,-1.7409736188023555,0.9086022380650353,-1.9161009580055,0.05535224639978326,0.13930061891718537,ENSSSCG00000043322,ENSSSCG00000043322,False
ENSSSCG00000057228,98.84195275535868,2.459747135300817,1.2840289456040632,1.915647730311597,0.05540994979726781,0.13937942402160822,ENSSSCG00000057228,ENSSSCG00000057228,False
ENSSSCG00000042456,2068.806166185483,1.8025756005725395,0.9410531785717091,1.9154875001946363,0.05543036173716845,0.13939058689294867,ENSSSCG00000042456,ENSSSCG00000042456,False
ENSSSCG00000025224,1172.825546090783,1.3250176849399518,0.6918933605810864,1.9150605576372868,0.055484781144505856,0.1394872371843728,ENSSSCG00000025224,ACYP2,False
ENSSSCG00000004745,25.902125913115306,-2.7933308976867877,1.4591996975782724,-1.9142896632466933,0.05558315447257387,0.13961866838775097,ENSSSCG00000004745,RPAP1,False
ENSSSCG00000013304,2053.8768768860523,-1.132837740420857,0.5917623688062156,-1.914345690325279,0.05557600000008606,0.13961866838775097,ENSSSCG00000013304,NAT10,False
ENSSSCG00000005229,201.10784466535657,-1.9438990636807256,1.015475490362589,-1.9142747236436308,0.05558506234002371,0.13961866838775097,ENSSSCG00000005229,VLDLR,False
ENSSSCG00000011611,236.55487408866296,1.2824511408547647,0.6700258129967644,1.9140324387188314,0.05561601104316428,0.13965620499644646,ENSSSCG00000011611,HMCES,False
ENSSSCG00000009617,4.198051640794903,4.103222228181806,2.1440484051893844,1.9137731304249015,0.05564915016119803,0.13965904064038365,ENSSSCG00000009617,REEP4,False
ENSSSCG00000010892,165.25982211732432,1.7067473700056297,0.8918045112903966,1.9138133395805,0.055644010428389915,0.13965904064038365,ENSSSCG00000010892,KCNT2,False
ENSSSCG00000015888,237.69161261818468,-1.41520026944112,0.7400341270176163,-1.9123446038150502,0.05583200829156819,0.14003739705439036,ENSSSCG00000015888,RBMS1,False
ENSSSCG00000060547,477.2188613735351,2.1109744078943287,1.1038018933875617,1.9124576797162036,0.055817515826409904,0.14003739705439036,ENSSSCG00000060547,ENSSSCG00000060547,False
ENSSSCG00000002763,4.7361929089032735,-4.676387984433117,2.445550991461563,-1.912202199324543,0.055850264138368994,0.14004293243431262,ENSSSCG00000002763,PRMT7,False
ENSSSCG00000031786,2.7506514978747307,-3.0879076546982036,1.6154342978513319,-1.9115030916487221,0.055939959872012654,0.1402100729172645,ENSSSCG00000031786,NCDN,False
ENSSSCG00000059274,3373.3691714160327,2.2805565888363133,1.1931140142766004,1.9114322366073644,0.05594905728832397,0.1402100729172645,ENSSSCG00000059274,ENSSSCG00000059274,False
ENSSSCG00000000895,290.7408809300819,1.467122881827757,0.7677024116737352,1.91105675782515,0.05599728736688949,0.14029064874059077,ENSSSCG00000000895,SNRPF,False
ENSSSCG00000036115,1572.5997911580987,-1.2322586967295721,0.6452363610092264,-1.9097787589065391,0.056161705308527106,0.14066218155057622,ENSSSCG00000036115,PPP3R1,False
ENSSSCG00000035332,3181.4974703382586,-1.1058351131884552,0.5795732394975925,-1.9080161709106112,0.05638912625365052,0.14119125270856656,ENSSSCG00000035332,ZNF436,False
ENSSSCG00000038507,28.936715032149078,-2.4045536779214878,1.2605175951534489,-1.907592315384356,0.05644392913704363,0.1412404158014143,ENSSSCG00000038507,RPS29,False
ENSSSCG00000010941,1017.6994944904658,1.5808701799654623,0.8287703586816442,1.907488803629767,0.056457319541065,0.1412404158014143,ENSSSCG00000010941,ERCC6L2,False
ENSSSCG00000033689,3.7127384548779454,-4.356464932852415,2.2836155705033017,-1.9077050398164275,0.05642934997726898,0.1412404158014143,ENSSSCG00000033689,GPS1,False
ENSSSCG00000012889,106.34409275058793,1.7311527841326786,0.9078476293345452,1.9068759207991965,0.056536656983886595,0.14139835736354095,ENSSSCG00000012889,CHKA,False
ENSSSCG00000010060,7.837892544986128,-3.262709470117753,1.7122597774883481,-1.905499103006264,0.056715223935204735,0.14176369064984146,ENSSSCG00000010060,UPB1,False
ENSSSCG00000011213,27423.11631324756,0.9920586984573417,0.5206005456853463,1.9056044152841654,0.05670154885919245,0.14176369064984146,ENSSSCG00000011213,TOP2B,False
ENSSSCG00000049020,135975.85286942386,1.4828718966870345,0.77844048605655,1.9049264821759422,0.0567896282966166,0.1418701349232401,ENSSSCG00000049020,ENSSSCG00000049020,False
ENSSSCG00000037985,115.50355048782404,-2.108790468957861,1.1070224632532457,-1.9049211185477524,0.05679032561160643,0.1418701349232401,ENSSSCG00000037985,MTRES1,False
ENSSSCG00000006502,4.844255811763345,-4.953565631719994,2.600894302586569,-1.904562452535542,0.056836971260610526,0.1419360572666585,ENSSSCG00000006502,ARHGEF2,False
