gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000012597,1081.8469198867122,0.24489864647724238,0.7170135599447628,0.34155371691451536,0.7326867730808211,0.838701926000688,ENSSSCG00000012597,PLS3,False
ENSSSCG00000002512,6.073084887576706,-0.5006349551040598,1.470888704590341,-0.3403622269595797,0.733583760908261,0.8396185595075402,ENSSSCG00000002512,DEGS2,False
ENSSSCG00000006866,2463.8467497239367,-0.23531992960231474,0.6925480483018956,-0.3397885968768683,0.734015735912364,0.8400027949601689,ENSSSCG00000006866,DBT,False
ENSSSCG00000058048,16.384907230699604,0.5584987882587273,1.646537181514087,0.3391959771871991,0.7344620995667741,0.840293205824003,ENSSSCG00000058048,TTPA,False
ENSSSCG00000027974,142.85592553088924,0.33339552533360006,0.9825477297312996,0.33931738402649897,0.7343706481092098,0.840293205824003,ENSSSCG00000027974,MRPL50,False
ENSSSCG00000026744,33.158320975364084,-0.5111324268462265,1.5090022753881642,-0.33872210478592335,0.7348190868333095,0.840591419993112,ENSSSCG00000026744,ZDHHC20,False
ENSSSCG00000007855,601.5246293571134,-0.29247850458402364,0.8672478507549477,-0.33724903939446865,0.7359291722603701,0.8417509447036295,ENSSSCG00000007855,REXO5,False
ENSSSCG00000004657,3913.863704533335,0.15794540216287978,0.4688137476870183,0.33690437394836104,0.7361889879555601,0.8418498566593102,ENSSSCG00000004657,CEP152,False
ENSSSCG00000007351,12.086722595883629,-0.48552618912225953,1.4413215391338,-0.3368618146191371,0.7362210721210616,0.8418498566593102,ENSSSCG00000007351,FAM83D,False
ENSSSCG00000016578,2367.5558097041517,-0.40736403017251205,1.2096913560579432,-0.33675038523876144,0.7363050774723648,0.8418498566593102,ENSSSCG00000016578,FLNC,False
ENSSSCG00000032563,4.87582776194699,0.5669657756843958,1.6885845378951512,0.3357639271002256,0.7370488944926374,0.8422607526433514,ENSSSCG00000032563,TMEM39B,False
ENSSSCG00000037452,8.89338705230475,-19.106842673729783,56.90595718885085,-0.33576173071513227,0.7370505509035791,0.8422607526433514,ENSSSCG00000037452,HTR2A,False
ENSSSCG00000016077,8183.489439778773,0.23500893424608119,0.6995147235891782,0.33595995383808513,0.7369010652130009,0.8422607526433514,ENSSSCG00000016077,HSPD1,False
ENSSSCG00000031365,10.258746071648428,0.5017672906810109,1.4937338014044605,0.3359147996846773,0.7369351163680331,0.8422607526433514,ENSSSCG00000031365,ENSSSCG00000031365,False
ENSSSCG00000004538,49.440399485288026,0.40430880791725865,1.208166291583966,0.3346466547971553,0.7378916466025642,0.842820211828087,ENSSSCG00000004538,WDR7,False
ENSSSCG00000015720,71.12678844587312,-1.3057406499465778,3.9017202386658587,-0.334657681759638,0.7378833274863998,0.842820211828087,ENSSSCG00000015720,BIN1,False
ENSSSCG00000006954,6477.447518733832,-0.255752354148395,0.7643514019523858,-0.3346004906841614,0.7379264747154004,0.842820211828087,ENSSSCG00000006954,EEF1D,False
ENSSSCG00000007930,44.06622477308559,-0.3083242370331787,0.9213677682450164,-0.33463753308894456,0.7378985283531981,0.842820211828087,ENSSSCG00000007930,MGRN1,False
ENSSSCG00000038913,2882.0533437752206,0.21922762794462264,0.6558582204194,0.33426070013185727,0.7381828432856661,0.8430026816530195,ENSSSCG00000038913,HERC4,False
ENSSSCG00000011629,619.7224365485806,-0.20748436129855363,0.6213014891600976,-0.3339511733329982,0.7384164035023818,0.84315906005781,ENSSSCG00000011629,ACAD11,False
ENSSSCG00000020990,290.552119832809,-0.27227273178692646,0.8183266719744757,-0.3327188775724261,0.7393464984286529,0.8441106300259617,ENSSSCG00000020990,DNAH12,False
ENSSSCG00000015233,33.23684341013212,-0.42691401262514855,1.2840075772375938,-0.33248558668447176,0.7395226214338323,0.8442012551846704,ENSSSCG00000015233,RPUSD4,False
ENSSSCG00000031547,85.39185997047032,0.3219493543340151,0.9691041214282381,0.3322133785372157,0.7397281423018314,0.8442764303718434,ENSSSCG00000031547,ICE1,False
ENSSSCG00000016420,33.78816417995164,0.35368004371600464,1.064845661889581,0.3321420712635437,0.7397819833398024,0.8442764303718434,ENSSSCG00000016420,INSIG1,False
ENSSSCG00000008840,48.81385788396514,0.38784591328761414,1.1694248696083305,0.3316552635121514,0.7401495848725221,0.844364659118529,ENSSSCG00000008840,GSX2,False
ENSSSCG00000043601,55.71010356599137,0.3346965643641037,1.0089733256353652,0.33171993338212424,0.7401007475063286,0.844364659118529,ENSSSCG00000043601,ENSSSCG00000043601,False
ENSSSCG00000015425,1092.9906088447478,-0.23314464007908367,0.702812345934477,-0.33173099679842516,0.7400923927450311,0.844364659118529,ENSSSCG00000015425,SLC26A5,False
ENSSSCG00000008412,4755.237337431467,0.2492012022829494,0.751715795026956,0.3315098657385711,0.7402593901289408,0.8443795344137434,ENSSSCG00000008412,PSME4,False
ENSSSCG00000002654,14.70167022810205,-0.5247984248682801,1.5844552757153385,-0.3312169380302312,0.740480626933451,0.8445214940035674,ENSSSCG00000002654,FBXO31,False
ENSSSCG00000017516,9.940337362245325,0.4370880894758889,1.3219179154317902,0.33064692169870386,0.740911199415325,0.8449021335726772,ENSSSCG00000017516,SP2,False
ENSSSCG00000005487,7.245648293295851,0.8905312273158628,2.7047139177782733,0.32925154171106186,0.7419655680086937,0.8452225367814862,ENSSSCG00000005487,COL27A1,False
ENSSSCG00000021060,2707.321559086257,-0.23469722633019932,0.7127139196218429,-0.32930074728262176,0.7419283793397061,0.8452225367814862,ENSSSCG00000021060,RCBTB1,False
ENSSSCG00000047010,492.40181590314586,0.23055360529264465,0.6998510215027851,0.3294324051961495,0.7418288776654789,0.8452225367814862,ENSSSCG00000047010,ENSSSCG00000047010,False
ENSSSCG00000060529,442.87108306479104,-0.2275120491290479,0.6907965114780145,-0.3293474204759194,0.7418931051526456,0.8452225367814862,ENSSSCG00000060529,ENSSSCG00000060529,False
ENSSSCG00000002822,917.8898861926054,0.20069560593644334,0.6092244551501125,0.32942801990276654,0.7418321918216566,0.8452225367814862,ENSSSCG00000002822,AMFR,False
ENSSSCG00000021218,585.4141149691338,-0.21407222167673914,0.6502346313808227,-0.32922303941600356,0.7419871097963993,0.8452225367814862,ENSSSCG00000021218,TDRD6,False
ENSSSCG00000036091,18.053661555623687,-0.505744225526086,1.533135605694705,-0.32987572896196593,0.7414938634083428,0.8452225367814862,ENSSSCG00000036091,MORC4,False
ENSSSCG00000010741,1675.279956971302,0.1709820530305476,0.5195105920498692,0.32912139934604945,0.7420639301263998,0.8452225367814862,ENSSSCG00000010741,EDRF1,False
ENSSSCG00000002191,6.875207700454886,-0.6389253083177396,1.9400711952618004,-0.3293308564542245,0.7419056236769133,0.8452225367814862,ENSSSCG00000002191,ENSSSCG00000002191,False
ENSSSCG00000003965,40.644548319054316,0.32168594307242626,0.9782035125542569,0.32885380081333915,0.7422661953995506,0.8452322616542449,ENSSSCG00000003965,ENSSSCG00000003965,False
ENSSSCG00000015931,885.2315659358775,0.20958000497944368,0.6372971479072705,0.3288575912628099,0.7422633302509429,0.8452322616542449,ENSSSCG00000015931,BBS5,False
ENSSSCG00000001928,3.3498884052283353,-0.644199993206308,1.9630683499869317,-0.3281597368785435,0.7427908889413191,0.8454686322411813,ENSSSCG00000001928,CELF6,False
ENSSSCG00000013737,30.692677967909276,-0.3666215637460026,1.1167407515779892,-0.3282960375789591,0.7426878398642494,0.8454686322411813,ENSSSCG00000013737,RNASEH2A,False
ENSSSCG00000016769,1804.417748523725,-0.19389977309374162,0.5910379004159604,-0.32806656384857713,0.7428613343333872,0.8454686322411813,ENSSSCG00000016769,CDK13,False
ENSSSCG00000011752,95.17605519723936,-0.259361311721652,0.7903507950409532,-0.3281597403950391,0.7427908862826407,0.8454686322411813,ENSSSCG00000011752,FNDC3B,False
ENSSSCG00000000693,311.65306281554683,0.2814275107615118,0.8589319054130603,0.32764822099159685,0.7431776576151834,0.8457183412037155,ENSSSCG00000000693,NCAPD2,False
ENSSSCG00000013410,88.42528077823057,-0.30333290194775653,0.9263640445246544,-0.3274445977697741,0.7433316397603078,0.8457832688158099,ENSSSCG00000013410,SWAP70,False
ENSSSCG00000024622,4396.2647162980265,0.1999813645412674,0.6121002275105627,0.3267134295221552,0.7438846419056893,0.8462202505521896,ENSSSCG00000024622,ZNF667,False
ENSSSCG00000001206,890.9669995631351,-0.2158158425520069,0.6606330131644531,-0.3266803781395092,0.743909642675435,0.8462202505521896,ENSSSCG00000001206,ZSCAN26,False
ENSSSCG00000044757,80.42968312250996,0.3893784235203126,1.1927501297078105,0.32645431245159384,0.7440806508126596,0.8463044524232621,ENSSSCG00000044757,ENSSSCG00000044757,False
ENSSSCG00000055869,634.242006838313,-0.5635486412351304,1.7280955825553879,-0.3261096474778286,0.7443413980587654,0.8464906867536539,ENSSSCG00000055869,SRM,False
ENSSSCG00000004364,1449.2474401718205,0.20671932244765054,0.6344014060181855,0.32584940778287746,0.7445382949956065,0.8466042692379024,ENSSSCG00000004364,HACE1,False
ENSSSCG00000016384,20.398911736870335,0.48892391030740107,1.5021314395543088,0.3254867699543441,0.7448126940388375,0.8468059372225272,ENSSSCG00000016384,ENSSSCG00000016384,False
ENSSSCG00000010081,253.0486383622112,-0.33688516122849915,1.0357228041018582,-0.3252657563339391,0.7449799454471936,0.8468857483027894,ENSSSCG00000010081,MAPK1,False
ENSSSCG00000023556,1644.7764228621422,-0.3048439821422182,0.9399739287360419,-0.3243111035559612,0.745702514176387,0.8474423737850488,ENSSSCG00000023556,SUPT5H,False
ENSSSCG00000004652,4776.417548473352,0.2140620226931953,0.6609931405390338,0.3238490833938605,0.7460522937676766,0.8474423737850488,ENSSSCG00000004652,COPS2,False
ENSSSCG00000014900,102.75794342553954,0.33645886796537844,1.03761080305646,0.3242630733742183,0.74573887373715,0.8474423737850488,ENSSSCG00000014900,RAB30,False
ENSSSCG00000038251,2107.4589962858045,-0.1939778662214463,0.5988423009001425,-0.32392144965355796,0.7459975043000595,0.8474423737850488,ENSSSCG00000038251,DNAJC15,False
ENSSSCG00000032456,104.70291610072044,0.3212714768073804,0.9916029619680692,0.3239920503764345,0.7459440527817773,0.8474423737850488,ENSSSCG00000032456,ENSSSCG00000032456,False
ENSSSCG00000036643,10694.125571240083,0.17082586758015875,0.5273830129001849,0.3239123434043753,0.7460043986930462,0.8474423737850488,ENSSSCG00000036643,RBSN,False
ENSSSCG00000043403,104.02118639543386,-0.3105466813418238,0.9626000109878382,-0.32261238084044375,0.746988816151004,0.8480067901733247,ENSSSCG00000043403,ENSSSCG00000043403,False
ENSSSCG00000040007,5.521329545713111,-0.6485899629985759,2.009270449297788,-0.3227987368376661,0.7468476696994018,0.8480067901733247,ENSSSCG00000040007,PIGV,False
ENSSSCG00000001825,9.60547610827827,0.9000159261068384,2.7867793695772956,0.3229591606469208,0.7467261711456064,0.8480067901733247,ENSSSCG00000001825,SLC41A3,False
ENSSSCG00000013838,18.272509067551855,-0.4172201733496114,1.2931702867164983,-0.32263359097816835,0.7469727511169271,0.8480067901733247,ENSSSCG00000013838,AKAP8L,False
ENSSSCG00000015933,159.7847052726889,0.26145276968499515,0.8105773551611596,0.3225512876966726,0.747035090082781,0.8480067901733247,ENSSSCG00000015933,FASTKD1,False
ENSSSCG00000010298,725.241510798074,0.2237822739315793,0.6950836074625755,0.3219501532319306,0.7474904574597012,0.8483449169332021,ENSSSCG00000010298,CFAP70,False
ENSSSCG00000009090,4567.588887319279,-0.235961673977056,0.733024703502415,-0.32190139411349133,0.747527397008869,0.8483449169332021,ENSSSCG00000009090,KIAA1109,False
ENSSSCG00000035713,4.005058265100301,-0.8040502302033606,2.499321653847599,-0.32170738366770824,0.7476743836366921,0.8484013877261086,ENSSSCG00000035713,OR8S1,False
ENSSSCG00000045648,25.231951340358414,-0.5217463531517087,1.6297306438028054,-0.32014269053336836,0.7488601648873412,0.8495242563595556,ENSSSCG00000045648,ENSSSCG00000045648,False
ENSSSCG00000020744,9.197114984774029,-20.16214017350871,62.97297010173419,-0.320171339241842,0.7488384485086786,0.8495242563595556,ENSSSCG00000020744,DUSP3,False
ENSSSCG00000004617,5292.510248785691,0.24438421875283242,0.7636618832065516,0.3200162586702426,0.7489560055207496,0.8495242563595556,ENSSSCG00000004617,FAM214A,False
ENSSSCG00000000186,1907.1144528761035,-0.24052561629847852,0.7521381777461807,-0.3197891337190534,0.7491281854602263,0.8496091170166278,ENSSSCG00000000186,RHEBL1,False
ENSSSCG00000033213,375.17196720822034,0.2526923594033587,0.791428624210074,0.3192863534037214,0.7495093799737274,0.8498205365970303,ENSSSCG00000033213,LYRM7,False
ENSSSCG00000026233,2896.630737665267,0.1852121601152587,0.5798968085248567,0.3193881349104196,0.7494322070293828,0.8498205365970303,ENSSSCG00000026233,ENSSSCG00000026233,False
ENSSSCG00000017797,255.4064701200911,0.30188232657610176,0.9466504617667649,0.31889524039600514,0.7498059536617623,0.8500463494416705,ENSSSCG00000017797,SLC6A4,False
ENSSSCG00000005082,2193.9827719178948,0.25522961154128077,0.8014781195502582,0.31844863298888365,0.7501446529516103,0.8502672197098421,ENSSSCG00000005082,PCNX4,False
ENSSSCG00000006636,12815.309362110702,0.3226938070980419,1.0135448422210758,0.3183813815192358,0.7501956594712439,0.8502672197098421,ENSSSCG00000006636,GABPB2,False
ENSSSCG00000010247,19068.55491534168,0.14586214904661707,0.45959509824613026,0.31737098503279176,0.7509621206647116,0.8510253850545809,ENSSSCG00000010247,DDX21,False
ENSSSCG00000016141,353.0748338243586,0.23622420300428704,0.7452146545853385,0.3169881342922997,0.7512526058004251,0.8511335027544156,ENSSSCG00000016141,PLEKHM3,False
ENSSSCG00000006369,104.14652425950027,0.2857623078197184,0.9011433621195333,0.3171108170264845,0.7511595173530806,0.8511335027544156,ENSSSCG00000006369,F11R,False
ENSSSCG00000011455,55.46704050637353,0.6533622971282969,2.06539862030326,0.31633714223763953,0.7517466220722402,0.8513615865285357,ENSSSCG00000011455,CACNA1D,False
ENSSSCG00000000382,131.3597982443796,-0.2690728858668728,0.8502421726989594,-0.31646617223507445,0.7516486973975062,0.8513615865285357,ENSSSCG00000000382,SMARCC2,False
ENSSSCG00000000980,224.26043987889466,0.22462729215029975,0.7098154502863122,0.31645872467229863,0.7516543494640677,0.8513615865285357,ENSSSCG00000000980,ALG12,False
ENSSSCG00000002697,121.3418992021164,0.28249510149439566,0.8938298973515426,0.31605018173082045,0.7519644192010492,0.8514643742681491,ENSSSCG00000002697,NUDT7,False
ENSSSCG00000033655,26.224272257868073,-0.36531462847090046,1.1562037117093589,-0.3159604356664888,0.7520325386757536,0.8514643742681491,ENSSSCG00000033655,TUBB2B,False
ENSSSCG00000013633,28.664589280624856,-0.32153052210507105,1.0188689007911345,-0.31557595079740686,0.7523243940254746,0.8516843101020097,ENSSSCG00000013633,CARM1,False
ENSSSCG00000006978,1132.3222010426744,27.9628442115694,88.73054411162677,0.3151433871113307,0.7526527874473368,0.8519455471871139,ENSSSCG00000006978,ENSSSCG00000006978,False
ENSSSCG00000015512,233.99972090013728,0.29524163253028124,0.9383610966428982,0.31463541443325427,0.7530384869721216,0.8522715742307047,ENSSSCG00000015512,PAPPA2,False
ENSSSCG00000016772,1324.8081923844168,-0.35052345631709025,1.1159779652008244,-0.3140953202010689,0.7534486437504193,0.8526251932779352,ENSSSCG00000016772,VPS41,False
ENSSSCG00000035259,15552.643918023057,0.1898503309251558,0.6051928296635174,0.3137022145994544,0.7537472186154877,0.8528524675361443,ENSSSCG00000035259,PHF3,False
ENSSSCG00000028431,622.3168774961835,-0.23903627618458403,0.7639343295236559,-0.3129016028558801,0.7543554197831946,0.8534299744623567,ENSSSCG00000028431,HSD17B4,False
ENSSSCG00000010744,565.1954209272969,0.29797783099327885,0.9543788289605425,0.31222175298861155,0.7548720013607557,0.8539036924907901,ENSSSCG00000010744,DHX32,False
ENSSSCG00000052427,11.99461897250169,-0.3433546016738681,1.1024888598973406,-0.3114358921557175,0.7554692716377325,0.8544685501375053,ENSSSCG00000052427,ENSSSCG00000052427,False
ENSSSCG00000000580,147.48408473103459,0.27528032854555967,0.8859821108606138,0.31070641852820413,0.7560238173329378,0.8549541070955727,ENSSSCG00000000580,RECQL,False
ENSSSCG00000020711,348.60039172902106,0.27224644254402897,0.8768903438514862,0.3104680584669977,0.7562050458611204,0.8549541070955727,ENSSSCG00000020711,RAB33B,False
ENSSSCG00000009511,701.0211345943927,-0.24173589413791624,0.778899497495676,-0.31035569404672547,0.7562904827722583,0.8549541070955727,ENSSSCG00000009511,STK24,False
ENSSSCG00000035182,34.63848985882499,-0.4288843609781028,1.380766066640406,-0.3106133409127279,0.7560945839646922,0.8549541070955727,ENSSSCG00000035182,SDR42E1,False
ENSSSCG00000026818,555.9937066988189,-0.27731963194492637,0.8942699885400818,-0.31010727800186794,0.7564793778654294,0.8550068795829707,ENSSSCG00000026818,CTC1,False
ENSSSCG00000003648,10721.491873787356,0.2171245771474539,0.7003192053771095,0.310036588287674,0.7565331328512624,0.8550068795829707,ENSSSCG00000003648,RRAGC,False
ENSSSCG00000029362,1108.9858448535454,-0.3595457356125597,1.1622429201190152,-0.3093550663020961,0.757051446930102,0.8554818603874734,ENSSSCG00000029362,CHMP2A,False
ENSSSCG00000010481,3.359557043086381,-0.7283407127482682,2.364771971404879,-0.307996171113095,0.7580852458278113,0.856539149953837,ENSSSCG00000010481,LGI1,False
ENSSSCG00000006841,2225.5676779697746,0.1993963297921458,0.650748856752537,0.3064105725628206,0.7592920595113537,0.8577916249735982,ENSSSCG00000006841,CLCC1,False
ENSSSCG00000004518,223.47163058117044,-0.25020759239371415,0.8173619395140006,-0.3061160304852051,0.7595163028757256,0.8579031368337223,ENSSSCG00000004518,SKA1,False
ENSSSCG00000002348,21.64120706862669,-0.3360377212979359,1.098081197410355,-0.3060226530519109,0.7595873980262823,0.8579031368337223,ENSSSCG00000002348,ACOT6,False
ENSSSCG00000016956,523.7328269521795,-0.25055034029218853,0.8200407573914128,-0.305534009174374,0.7599594718932994,0.8582122883060607,ENSSSCG00000016956,MAST4,False
ENSSSCG00000003844,41.68759800312206,-0.3698592992717899,1.2129831992040434,-0.30491708336479073,0.7604293043184124,0.8583080354770398,ENSSSCG00000003844,TTC4,False
ENSSSCG00000034927,18548.757676955698,0.2786812069803304,0.913472852827629,0.3050788057003344,0.7603061328225166,0.8583080354770398,ENSSSCG00000034927,ENSSSCG00000034927,False
ENSSSCG00000049732,366.61705810533283,0.3294690421412777,1.080073367812645,0.3050432053597576,0.7603332463492101,0.8583080354770398,ENSSSCG00000049732,ENSSSCG00000049732,False
ENSSSCG00000000267,122.50105737289464,0.27629669244717836,0.9061699177775527,0.304906052415441,0.7604377059675675,0.8583080354770398,ENSSSCG00000000267,PFDN5,False
ENSSSCG00000013001,220.74100137923082,0.4061208807756636,1.3328890151159123,0.30469219580172324,0.7606005940173501,0.8583808566212361,ENSSSCG00000013001,MRPL49,False
ENSSSCG00000014238,13.374230137205432,-0.35575152886265,1.170268921586385,-0.30399126414499905,0.761134546618317,0.8588082230038931,ENSSSCG00000014238,PRDM6,False
ENSSSCG00000007167,30.660477325504377,-0.48923353496563243,1.6096560068378774,-0.3039367000696736,0.7611761169736546,0.8588082230038931,ENSSSCG00000007167,VPS16,False
ENSSSCG00000006468,21.394126794895648,0.3750868307063098,1.2357382747156944,0.30353258321840504,0.7614840201425576,0.8590445455415587,ENSSSCG00000006468,HDGF,False
ENSSSCG00000028977,3.9198412686205133,-0.6183871304020504,2.0512513569138067,-0.30146823709232773,0.7630574671633082,0.8604888920730079,ENSSSCG00000028977,DOK6,False
ENSSSCG00000020870,9313.392592811226,0.21587413737114275,0.7155487385546165,0.3016903332220262,0.7628881381041033,0.8604888920730079,ENSSSCG00000020870,ENSSSCG00000020870,False
ENSSSCG00000017551,73.15316979716314,-0.30107871555455784,0.9987196642083614,-0.30146469158911465,0.7630601703943314,0.8604888920730079,ENSSSCG00000017551,FAM117A,False
ENSSSCG00000027342,1011.6651925881504,-0.2079479682625213,0.6900917378936532,-0.3013338036725882,0.7631599665090019,0.8604902271298035,ENSSSCG00000027342,BAZ1B,False
ENSSSCG00000052095,215.5635849854563,-0.33013052894452327,1.097216164946561,-0.30088011778481405,0.7635059119300888,0.8605576599862946,ENSSSCG00000052095,ENSSSCG00000052095,False
ENSSSCG00000022869,541.8793774761557,-0.20326547063860703,0.6755982530120298,-0.3008673715960418,0.7635156318604048,0.8605576599862946,ENSSSCG00000022869,BCAP29,False
ENSSSCG00000039867,140.66066645854724,0.331007631402049,1.0995158352052208,0.30104853500383427,0.7633774845985963,0.8605576599862946,ENSSSCG00000039867,UCK2,False
ENSSSCG00000008245,5059.763189962878,0.2161601575003279,0.7205011135292014,0.30001363417957727,0.7641667558234349,0.8611803062527823,ENSSSCG00000008245,TMSB10,False
ENSSSCG00000002426,1079.008927598932,-0.1822943018466172,0.6093545832153147,-0.2991596467277309,0.7648182373509703,0.8617299864528454,ENSSSCG00000002426,ZC3H14,False
ENSSSCG00000007244,90.7571890364582,-0.33047622104406954,1.1048453483210188,-0.29911536627843766,0.7648520221266659,0.8617299864528454,ENSSSCG00000007244,POFUT1,False
ENSSSCG00000038444,481.25552909228776,0.2063067210816866,0.6901955833135558,0.298910520538584,0.7650083196642619,0.861794809887729,ENSSSCG00000038444,ENY2,False
ENSSSCG00000011415,6.7291829061700446,-0.5296028972515655,1.772977715303298,-0.29870815221214886,0.7651627363301216,0.8617970072133488,ENSSSCG00000011415,MAPKAPK3,False
ENSSSCG00000055761,461.63474609395564,-0.19707081375150454,0.6598741153475242,-0.2986491046822116,0.7652077941656001,0.8617970072133488,ENSSSCG00000055761,CYP20A1,False
ENSSSCG00000004263,1588.285575494666,-0.23274556723696022,0.7821994088648573,-0.2975527270913245,0.7660445593184527,0.8626280584091907,ENSSSCG00000004263,ZUP1,False
ENSSSCG00000000553,91.04938135654268,0.34493006966525747,1.1618305638859003,0.2968850023290762,0.7665543066424049,0.8629793419896303,ENSSSCG00000000553,TM7SF3,False
ENSSSCG00000033733,18.617072793091694,0.26549653891274094,0.8942564336942124,0.2968908345629264,0.7665498538227715,0.8629793419896303,ENSSSCG00000033733,ENSSSCG00000033733,False
ENSSSCG00000004869,45.77471387092186,0.6393230874626693,2.157837609335997,0.2962795182995257,0.7670166261846405,0.8633884262238356,ENSSSCG00000004869,CNDP1,False
ENSSSCG00000005166,5168.006605446017,0.19234404684248302,0.6500691700305474,0.2958824317625224,0.7673198681049314,0.8636183630960442,ENSSSCG00000005166,MLLT3,False
ENSSSCG00000046269,3.49624321095036,0.6962154710002563,2.3595785418261106,0.295059248361127,0.7679486196216736,0.864214554400145,ENSSSCG00000046269,ENSSSCG00000046269,False
ENSSSCG00000010543,3256.0192415318006,0.17082525225797923,0.5794110397782056,0.29482567733498816,0.768127050149999,0.8643038864743896,ENSSSCG00000010543,ABCC2,False
ENSSSCG00000028925,15809.072131825538,0.15535487536435208,0.5279170608895744,0.2942789443147927,0.76854476069111,0.8646624009528915,ENSSSCG00000028925,CEP95,False
ENSSSCG00000037274,6076.953174356892,0.20710629404708317,0.7050962948720167,0.29372767316083453,0.7689660064710059,0.8650247998538091,ENSSSCG00000037274,PTMA,False
ENSSSCG00000059309,353.9640694712086,0.2207514490271253,0.7534336915957711,0.2929938646088074,0.769526841346594,0.8655441115739082,ENSSSCG00000059309,CA9,False
ENSSSCG00000045348,55.62044788338963,0.362236037647545,1.2381013966549248,0.29257380585001064,0.7698479379608826,0.8657386813652678,ENSSSCG00000045348,TMEM213,False
ENSSSCG00000058408,1067.2817248513031,-0.16989926426990595,0.5808363259993092,-0.29250798661326843,0.7698982543427089,0.8657386813652678,ENSSSCG00000058408,COA5,False
ENSSSCG00000010185,3.1761785177146145,-0.5685643485985252,1.9487129308456375,-0.29176403543019475,0.7704670449245041,0.8660434669600956,ENSSSCG00000010185,GALNT2,False
ENSSSCG00000013237,52.202125774161445,0.5358320497670412,1.8363078911800477,0.29179858799316327,0.7704406249004572,0.8660434669600956,ENSSSCG00000013237,SPI1,False
ENSSSCG00000005041,871.4634486229942,0.17745843517334126,0.6082069592775408,0.2917731085881283,0.7704601072642773,0.8660434669600956,ENSSSCG00000005041,FERMT2,False
ENSSSCG00000040954,11950.579794152263,-0.26745749864914614,0.9174088173563173,-0.2915357838175943,0.7706415802910966,0.8661280821252073,ENSSSCG00000040954,CSTF3,False
ENSSSCG00000056207,796.5079132301419,-0.1958509841506645,0.6721475475433996,-0.29138093989403224,0.7707599901898088,0.866149603914523,ENSSSCG00000056207,AKAIN1,False
ENSSSCG00000034301,58.238251881406,-0.3803406079501544,1.3065954850082961,-0.2910928533843353,0.7709803055543579,0.8661740886143077,ENSSSCG00000034301,ZNF304,False
ENSSSCG00000032304,37.50210604487709,0.26960617234859496,0.9260820435208709,0.29112558032502106,0.7709552765588745,0.8661740886143077,ENSSSCG00000032304,MAEA,False
ENSSSCG00000001769,1153.7831321675976,-0.15156131930457684,0.5234053519440462,-0.2895677675851875,0.7721469287103084,0.8672743135860764,ENSSSCG00000001769,MORF4L1,False
ENSSSCG00000023691,11.414198715019486,-0.36912995699960816,1.2752251704856479,-0.2894625714288805,0.7722274181420324,0.8672743135860764,ENSSSCG00000023691,ENSSSCG00000023691,False
ENSSSCG00000059535,375.58287154333766,0.26708579915960073,0.9228219733208113,0.2894228864083957,0.7722577832413264,0.8672743135860764,ENSSSCG00000059535,ENSSSCG00000059535,False
ENSSSCG00000036201,83.38406851629746,-0.2518922498747855,0.8707325210057901,-0.28928774772742233,0.7723611875793015,0.8672788216210249,ENSSSCG00000036201,NPR3,False
ENSSSCG00000032144,108.56178465924991,-0.21415539232455053,0.7411794459225728,-0.2889386551430654,0.7726283221636918,0.8674671563561985,ENSSSCG00000032144,ZNF140,False
ENSSSCG00000046938,4.030606939610971,-0.7391063997230374,2.5670527320135132,-0.2879202248187968,0.7734078049926615,0.8680767188482863,ENSSSCG00000046938,ENSSSCG00000046938,False
ENSSSCG00000055885,3.8564103662769402,-0.8526321710617837,2.962180343900551,-0.28783938588257985,0.7734696870324806,0.8680767188482863,ENSSSCG00000055885,ENSSSCG00000055885,False
ENSSSCG00000035912,207.93905088433135,-0.2561763411528392,0.8898387599125366,-0.28789074233855483,0.7734303736039625,0.8680767188482863,ENSSSCG00000035912,ABCG5,False
ENSSSCG00000023924,4.472899112873924,-0.5012787520475847,1.7463491201069734,-0.28704383692584823,0.7740787548809567,0.8683135640945144,ENSSSCG00000023924,PDE1A,False
ENSSSCG00000011915,15.989354246524286,-0.3721037262930529,1.2946301906552102,-0.28742086271349176,0.773790088676739,0.8683135640945144,ENSSSCG00000011915,GRAMD1C,False
ENSSSCG00000029544,1789.106766354854,-0.20299955160086844,0.7070296041745794,-0.2871160562475456,0.7740234584247772,0.8683135640945144,ENSSSCG00000029544,RAB2B,False
ENSSSCG00000041409,72.9144289599167,-0.2517034198863193,0.8761189899984736,-0.28729364704988053,0.7738874866435395,0.8683135640945144,ENSSSCG00000041409,MFSD4B,False
ENSSSCG00000054630,549.8870559267075,0.2598649447705593,0.9067830719830928,0.28657895454780236,0.7744347306534991,0.868601215897485,ENSSSCG00000054630,ENSSSCG00000054630,False
ENSSSCG00000022915,482.9202018747775,-0.3557768165002214,1.2424871380026303,-0.2863424542745393,0.7746158449204161,0.8686926953830549,ENSSSCG00000022915,DDX27,False
ENSSSCG00000036152,4.7445775704358395,0.46603363118527796,1.6345736306329401,0.28511021005815457,0.7755597080566581,0.8695737277177525,ENSSSCG00000036152,TSPAN15,False
ENSSSCG00000040411,17.583686158650274,-0.27557704927293725,0.9667449834269074,-0.285056611616514,0.775600770436313,0.8695737277177525,ENSSSCG00000040411,CCDC69,False
